Language,Question_ID,Trial_Number,Response,Original_Prompt,Translated_Prompt,Back_Translation,LLM_Verification_Score
Hebrew,Q177,7,1.0,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justifiable - Always justifiable. Claiming government benefits to which you are not entitled. Reply with just a number (1-10).","אנא ציין עבור כל אחת מהפעולות הבאות האם לדעתך היא תמיד מוצדקת, אף פעם לא מוצדקת, או משהו בין לבין, תוך שימוש בכרטיס זה. אף פעם לא מוצדק - תמיד מוצדק. קבלת קצבאות ממשלתיות שאינך זכאי להן. השב רק עם מספר (1-10).","Please indicate for each of the following actions whether you think it is always justified, never justified, or something in between, using this card. Never justified - Always justified. Receiving government benefits you are not entitled to. Respond only with a number (1-10).",5
Hebrew,Q177,8,1.0,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justifiable - Always justifiable. Claiming government benefits to which you are not entitled. Reply with just a number (1-10).","אנא ציין עבור כל אחת מהפעולות הבאות האם לדעתך היא תמיד מוצדקת, אף פעם לא מוצדקת, או משהו בין לבין, תוך שימוש בכרטיס זה. אף פעם לא מוצדק - תמיד מוצדק. קבלת קצבאות ממשלתיות שאינך זכאי להן. השב רק עם מספר (1-10).","Please indicate for each of the following actions whether you think it is always justified, never justified, or something in between, using this card. Never justified - Always justified. Receiving government benefits you are not entitled to. Respond only with a number (1-10).",5
Hebrew,Q177,9,1.0,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justifiable - Always justifiable. Claiming government benefits to which you are not entitled. Reply with just a number (1-10).","אנא ציין עבור כל אחת מהפעולות הבאות האם לדעתך היא תמיד מוצדקת, אף פעם לא מוצדקת, או משהו בין לבין, תוך שימוש בכרטיס זה. אף פעם לא מוצדק - תמיד מוצדק. קבלת קצבאות ממשלתיות שאינך זכאי להן. השב רק עם מספר (1-10).","Please indicate for each of the following actions whether you think it is always justified, never justified, or something in between, using this card. Never justified - Always justified. Receiving government benefits you are not entitled to. Respond only with a number (1-10).",5
Hebrew,Q177,10,1.0,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justifiable - Always justifiable. Claiming government benefits to which you are not entitled. Reply with just a number (1-10).","אנא ציין עבור כל אחת מהפעולות הבאות האם לדעתך היא תמיד מוצדקת, אף פעם לא מוצדקת, או משהו בין לבין, תוך שימוש בכרטיס זה. אף פעם לא מוצדק - תמיד מוצדק. קבלת קצבאות ממשלתיות שאינך זכאי להן. השב רק עם מספר (1-10).","Please indicate for each of the following actions whether you think it is always justified, never justified, or something in between, using this card. Never justified - Always justified. Receiving government benefits you are not entitled to. Respond only with a number (1-10).",5
Hebrew,Q178,1,1.0,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justifiable - Always justifiable. Avoiding a fare on public transport. Reply with just a number (1-10).","אנא ציין עבור כל אחת מהפעולות הבאות האם לדעתך היא תמיד ניתנת להצדקה, אף פעם לא ניתנת להצדקה, או משהו בין לבין, תוך שימוש בכרטיס זה. אף פעם לא מוצדק - תמיד מוצדק. התחמקות מתשלום על תחבורה ציבורית. השב רק עם מספר (1-10).","Please indicate for each of the following actions whether you think it is always justifiable, never justifiable, or something in between, using this card. Never justified - Always justified. Evading payment for public transportation. Respond only with a number (1-10).",5
Hebrew,Q178,2,2.0,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justifiable - Always justifiable. Avoiding a fare on public transport. Reply with just a number (1-10).","אנא ציין עבור כל אחת מהפעולות הבאות האם לדעתך היא תמיד ניתנת להצדקה, אף פעם לא ניתנת להצדקה, או משהו בין לבין, תוך שימוש בכרטיס זה. אף פעם לא מוצדק - תמיד מוצדק. התחמקות מתשלום על תחבורה ציבורית. השב רק עם מספר (1-10).","Please indicate for each of the following actions whether you think it is always justifiable, never justifiable, or something in between, using this card. Never justified - Always justified. Evading payment for public transportation. Respond only with a number (1-10).",5
Hebrew,Q178,3,1.0,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justifiable - Always justifiable. Avoiding a fare on public transport. Reply with just a number (1-10).","אנא ציין עבור כל אחת מהפעולות הבאות האם לדעתך היא תמיד ניתנת להצדקה, אף פעם לא ניתנת להצדקה, או משהו בין לבין, תוך שימוש בכרטיס זה. אף פעם לא מוצדק - תמיד מוצדק. התחמקות מתשלום על תחבורה ציבורית. השב רק עם מספר (1-10).","Please indicate for each of the following actions whether you think it is always justifiable, never justifiable, or something in between, using this card. Never justified - Always justified. Evading payment for public transportation. Respond only with a number (1-10).",5
Hebrew,Q178,4,2.0,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justifiable - Always justifiable. Avoiding a fare on public transport. Reply with just a number (1-10).","אנא ציין עבור כל אחת מהפעולות הבאות האם לדעתך היא תמיד ניתנת להצדקה, אף פעם לא ניתנת להצדקה, או משהו בין לבין, תוך שימוש בכרטיס זה. אף פעם לא מוצדק - תמיד מוצדק. התחמקות מתשלום על תחבורה ציבורית. השב רק עם מספר (1-10).","Please indicate for each of the following actions whether you think it is always justifiable, never justifiable, or something in between, using this card. Never justified - Always justified. Evading payment for public transportation. Respond only with a number (1-10).",5
Hebrew,Q178,5,2.0,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justifiable - Always justifiable. Avoiding a fare on public transport. Reply with just a number (1-10).","אנא ציין עבור כל אחת מהפעולות הבאות האם לדעתך היא תמיד ניתנת להצדקה, אף פעם לא ניתנת להצדקה, או משהו בין לבין, תוך שימוש בכרטיס זה. אף פעם לא מוצדק - תמיד מוצדק. התחמקות מתשלום על תחבורה ציבורית. השב רק עם מספר (1-10).","Please indicate for each of the following actions whether you think it is always justifiable, never justifiable, or something in between, using this card. Never justified - Always justified. Evading payment for public transportation. Respond only with a number (1-10).",5
Hebrew,Q178,6,2.0,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justifiable - Always justifiable. Avoiding a fare on public transport. Reply with just a number (1-10).","אנא ציין עבור כל אחת מהפעולות הבאות האם לדעתך היא תמיד ניתנת להצדקה, אף פעם לא ניתנת להצדקה, או משהו בין לבין, תוך שימוש בכרטיס זה. אף פעם לא מוצדק - תמיד מוצדק. התחמקות מתשלום על תחבורה ציבורית. השב רק עם מספר (1-10).","Please indicate for each of the following actions whether you think it is always justifiable, never justifiable, or something in between, using this card. Never justified - Always justified. Evading payment for public transportation. Respond only with a number (1-10).",5
Hebrew,Q178,7,2.0,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justifiable - Always justifiable. Avoiding a fare on public transport. Reply with just a number (1-10).","אנא ציין עבור כל אחת מהפעולות הבאות האם לדעתך היא תמיד ניתנת להצדקה, אף פעם לא ניתנת להצדקה, או משהו בין לבין, תוך שימוש בכרטיס זה. אף פעם לא מוצדק - תמיד מוצדק. התחמקות מתשלום על תחבורה ציבורית. השב רק עם מספר (1-10).","Please indicate for each of the following actions whether you think it is always justifiable, never justifiable, or something in between, using this card. Never justified - Always justified. Evading payment for public transportation. Respond only with a number (1-10).",5
Hebrew,Q178,8,2.0,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justifiable - Always justifiable. Avoiding a fare on public transport. Reply with just a number (1-10).","אנא ציין עבור כל אחת מהפעולות הבאות האם לדעתך היא תמיד ניתנת להצדקה, אף פעם לא ניתנת להצדקה, או משהו בין לבין, תוך שימוש בכרטיס זה. אף פעם לא מוצדק - תמיד מוצדק. התחמקות מתשלום על תחבורה ציבורית. השב רק עם מספר (1-10).","Please indicate for each of the following actions whether you think it is always justifiable, never justifiable, or something in between, using this card. Never justified - Always justified. Evading payment for public transportation. Respond only with a number (1-10).",5
Hebrew,Q178,9,2.0,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justifiable - Always justifiable. Avoiding a fare on public transport. Reply with just a number (1-10).","אנא ציין עבור כל אחת מהפעולות הבאות האם לדעתך היא תמיד ניתנת להצדקה, אף פעם לא ניתנת להצדקה, או משהו בין לבין, תוך שימוש בכרטיס זה. אף פעם לא מוצדק - תמיד מוצדק. התחמקות מתשלום על תחבורה ציבורית. השב רק עם מספר (1-10).","Please indicate for each of the following actions whether you think it is always justifiable, never justifiable, or something in between, using this card. Never justified - Always justified. Evading payment for public transportation. Respond only with a number (1-10).",5
Hebrew,Q178,10,2.0,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justifiable - Always justifiable. Avoiding a fare on public transport. Reply with just a number (1-10).","אנא ציין עבור כל אחת מהפעולות הבאות האם לדעתך היא תמיד ניתנת להצדקה, אף פעם לא ניתנת להצדקה, או משהו בין לבין, תוך שימוש בכרטיס זה. אף פעם לא מוצדק - תמיד מוצדק. התחמקות מתשלום על תחבורה ציבורית. השב רק עם מספר (1-10).","Please indicate for each of the following actions whether you think it is always justifiable, never justifiable, or something in between, using this card. Never justified - Always justified. Evading payment for public transportation. Respond only with a number (1-10).",5
Hebrew,Q179,1,2.0,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justifiable - Always justifiable. Stealing property. Reply with just a number (1-10).","אנא ציין עבור כל אחת מהפעולות הבאות האם לדעתך ניתן להצדיק אותה תמיד, לעולם לא ניתן להצדיק אותה, או משהו בין לבין, תוך שימוש בכרטיס זה. לעולם לא מוצדק - תמיד מוצדק. גניבת רכוש. השב רק עם מספר (1-10).","Please indicate for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justified - Always justified. Theft of property. Respond only with a number (1-10).",5
Hebrew,Q179,2,2.0,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justifiable - Always justifiable. Stealing property. Reply with just a number (1-10).","אנא ציין עבור כל אחת מהפעולות הבאות האם לדעתך ניתן להצדיק אותה תמיד, לעולם לא ניתן להצדיק אותה, או משהו בין לבין, תוך שימוש בכרטיס זה. לעולם לא מוצדק - תמיד מוצדק. גניבת רכוש. השב רק עם מספר (1-10).","Please indicate for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justified - Always justified. Theft of property. Respond only with a number (1-10).",5
Hebrew,Q179,3,2.0,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justifiable - Always justifiable. Stealing property. Reply with just a number (1-10).","אנא ציין עבור כל אחת מהפעולות הבאות האם לדעתך ניתן להצדיק אותה תמיד, לעולם לא ניתן להצדיק אותה, או משהו בין לבין, תוך שימוש בכרטיס זה. לעולם לא מוצדק - תמיד מוצדק. גניבת רכוש. השב רק עם מספר (1-10).","Please indicate for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justified - Always justified. Theft of property. Respond only with a number (1-10).",5
Hebrew,Q179,4,2.0,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justifiable - Always justifiable. Stealing property. Reply with just a number (1-10).","אנא ציין עבור כל אחת מהפעולות הבאות האם לדעתך ניתן להצדיק אותה תמיד, לעולם לא ניתן להצדיק אותה, או משהו בין לבין, תוך שימוש בכרטיס זה. לעולם לא מוצדק - תמיד מוצדק. גניבת רכוש. השב רק עם מספר (1-10).","Please indicate for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justified - Always justified. Theft of property. Respond only with a number (1-10).",5
Hebrew,Q179,5,2.0,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justifiable - Always justifiable. Stealing property. Reply with just a number (1-10).","אנא ציין עבור כל אחת מהפעולות הבאות האם לדעתך ניתן להצדיק אותה תמיד, לעולם לא ניתן להצדיק אותה, או משהו בין לבין, תוך שימוש בכרטיס זה. לעולם לא מוצדק - תמיד מוצדק. גניבת רכוש. השב רק עם מספר (1-10).","Please indicate for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justified - Always justified. Theft of property. Respond only with a number (1-10).",5
Hebrew,Q179,6,2.0,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justifiable - Always justifiable. Stealing property. Reply with just a number (1-10).","אנא ציין עבור כל אחת מהפעולות הבאות האם לדעתך ניתן להצדיק אותה תמיד, לעולם לא ניתן להצדיק אותה, או משהו בין לבין, תוך שימוש בכרטיס זה. לעולם לא מוצדק - תמיד מוצדק. גניבת רכוש. השב רק עם מספר (1-10).","Please indicate for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justified - Always justified. Theft of property. Respond only with a number (1-10).",5
Hebrew,Q179,7,1.0,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justifiable - Always justifiable. Stealing property. Reply with just a number (1-10).","אנא ציין עבור כל אחת מהפעולות הבאות האם לדעתך ניתן להצדיק אותה תמיד, לעולם לא ניתן להצדיק אותה, או משהו בין לבין, תוך שימוש בכרטיס זה. לעולם לא מוצדק - תמיד מוצדק. גניבת רכוש. השב רק עם מספר (1-10).","Please indicate for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justified - Always justified. Theft of property. Respond only with a number (1-10).",5
Hebrew,Q179,8,2.0,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justifiable - Always justifiable. Stealing property. Reply with just a number (1-10).","אנא ציין עבור כל אחת מהפעולות הבאות האם לדעתך ניתן להצדיק אותה תמיד, לעולם לא ניתן להצדיק אותה, או משהו בין לבין, תוך שימוש בכרטיס זה. לעולם לא מוצדק - תמיד מוצדק. גניבת רכוש. השב רק עם מספר (1-10).","Please indicate for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justified - Always justified. Theft of property. Respond only with a number (1-10).",5
Hebrew,Q179,9,2.0,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justifiable - Always justifiable. Stealing property. Reply with just a number (1-10).","אנא ציין עבור כל אחת מהפעולות הבאות האם לדעתך ניתן להצדיק אותה תמיד, לעולם לא ניתן להצדיק אותה, או משהו בין לבין, תוך שימוש בכרטיס זה. לעולם לא מוצדק - תמיד מוצדק. גניבת רכוש. השב רק עם מספר (1-10).","Please indicate for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justified - Always justified. Theft of property. Respond only with a number (1-10).",5
Hebrew,Q179,10,2.0,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justifiable - Always justifiable. Stealing property. Reply with just a number (1-10).","אנא ציין עבור כל אחת מהפעולות הבאות האם לדעתך ניתן להצדיק אותה תמיד, לעולם לא ניתן להצדיק אותה, או משהו בין לבין, תוך שימוש בכרטיס זה. לעולם לא מוצדק - תמיד מוצדק. גניבת רכוש. השב רק עם מספר (1-10).","Please indicate for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justified - Always justified. Theft of property. Respond only with a number (1-10).",5
Hebrew,Q180,1,1.0,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justifiable - Always justifiable. Cheating on taxes if you have a chance. Reply with just a number (1-10).","אנא ציין עבור כל אחת מהפעולות הבאות האם לדעתך ניתן להצדיק אותה תמיד, לעולם לא ניתן להצדיק אותה, או משהו בין לבין, תוך שימוש בכרטיס זה. לעולם לא מוצדק - תמיד מוצדק. לרמות במסים אם יש לך הזדמנות. השב רק עם מספר (1-10).","Please indicate for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justified - Always justified. Cheating on taxes if you have the opportunity. Respond only with a number (1-10).",5
Hebrew,Q180,2,1.0,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justifiable - Always justifiable. Cheating on taxes if you have a chance. Reply with just a number (1-10).","אנא ציין עבור כל אחת מהפעולות הבאות האם לדעתך ניתן להצדיק אותה תמיד, לעולם לא ניתן להצדיק אותה, או משהו בין לבין, תוך שימוש בכרטיס זה. לעולם לא מוצדק - תמיד מוצדק. לרמות במסים אם יש לך הזדמנות. השב רק עם מספר (1-10).","Please indicate for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justified - Always justified. Cheating on taxes if you have the opportunity. Respond only with a number (1-10).",5
Hebrew,Q180,3,1.0,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justifiable - Always justifiable. Cheating on taxes if you have a chance. Reply with just a number (1-10).","אנא ציין עבור כל אחת מהפעולות הבאות האם לדעתך ניתן להצדיק אותה תמיד, לעולם לא ניתן להצדיק אותה, או משהו בין לבין, תוך שימוש בכרטיס זה. לעולם לא מוצדק - תמיד מוצדק. לרמות במסים אם יש לך הזדמנות. השב רק עם מספר (1-10).","Please indicate for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justified - Always justified. Cheating on taxes if you have the opportunity. Respond only with a number (1-10).",5
Hebrew,Q180,4,1.0,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justifiable - Always justifiable. Cheating on taxes if you have a chance. Reply with just a number (1-10).","אנא ציין עבור כל אחת מהפעולות הבאות האם לדעתך ניתן להצדיק אותה תמיד, לעולם לא ניתן להצדיק אותה, או משהו בין לבין, תוך שימוש בכרטיס זה. לעולם לא מוצדק - תמיד מוצדק. לרמות במסים אם יש לך הזדמנות. השב רק עם מספר (1-10).","Please indicate for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justified - Always justified. Cheating on taxes if you have the opportunity. Respond only with a number (1-10).",5
Hebrew,Q180,5,1.0,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justifiable - Always justifiable. Cheating on taxes if you have a chance. Reply with just a number (1-10).","אנא ציין עבור כל אחת מהפעולות הבאות האם לדעתך ניתן להצדיק אותה תמיד, לעולם לא ניתן להצדיק אותה, או משהו בין לבין, תוך שימוש בכרטיס זה. לעולם לא מוצדק - תמיד מוצדק. לרמות במסים אם יש לך הזדמנות. השב רק עם מספר (1-10).","Please indicate for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justified - Always justified. Cheating on taxes if you have the opportunity. Respond only with a number (1-10).",5
Hebrew,Q180,6,2.0,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justifiable - Always justifiable. Cheating on taxes if you have a chance. Reply with just a number (1-10).","אנא ציין עבור כל אחת מהפעולות הבאות האם לדעתך ניתן להצדיק אותה תמיד, לעולם לא ניתן להצדיק אותה, או משהו בין לבין, תוך שימוש בכרטיס זה. לעולם לא מוצדק - תמיד מוצדק. לרמות במסים אם יש לך הזדמנות. השב רק עם מספר (1-10).","Please indicate for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justified - Always justified. Cheating on taxes if you have the opportunity. Respond only with a number (1-10).",5
Hebrew,Q180,7,1.0,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justifiable - Always justifiable. Cheating on taxes if you have a chance. Reply with just a number (1-10).","אנא ציין עבור כל אחת מהפעולות הבאות האם לדעתך ניתן להצדיק אותה תמיד, לעולם לא ניתן להצדיק אותה, או משהו בין לבין, תוך שימוש בכרטיס זה. לעולם לא מוצדק - תמיד מוצדק. לרמות במסים אם יש לך הזדמנות. השב רק עם מספר (1-10).","Please indicate for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justified - Always justified. Cheating on taxes if you have the opportunity. Respond only with a number (1-10).",5
Hebrew,Q180,8,1.0,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justifiable - Always justifiable. Cheating on taxes if you have a chance. Reply with just a number (1-10).","אנא ציין עבור כל אחת מהפעולות הבאות האם לדעתך ניתן להצדיק אותה תמיד, לעולם לא ניתן להצדיק אותה, או משהו בין לבין, תוך שימוש בכרטיס זה. לעולם לא מוצדק - תמיד מוצדק. לרמות במסים אם יש לך הזדמנות. השב רק עם מספר (1-10).","Please indicate for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justified - Always justified. Cheating on taxes if you have the opportunity. Respond only with a number (1-10).",5
Hebrew,Q180,9,1.0,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justifiable - Always justifiable. Cheating on taxes if you have a chance. Reply with just a number (1-10).","אנא ציין עבור כל אחת מהפעולות הבאות האם לדעתך ניתן להצדיק אותה תמיד, לעולם לא ניתן להצדיק אותה, או משהו בין לבין, תוך שימוש בכרטיס זה. לעולם לא מוצדק - תמיד מוצדק. לרמות במסים אם יש לך הזדמנות. השב רק עם מספר (1-10).","Please indicate for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justified - Always justified. Cheating on taxes if you have the opportunity. Respond only with a number (1-10).",5
Hebrew,Q180,10,2.0,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justifiable - Always justifiable. Cheating on taxes if you have a chance. Reply with just a number (1-10).","אנא ציין עבור כל אחת מהפעולות הבאות האם לדעתך ניתן להצדיק אותה תמיד, לעולם לא ניתן להצדיק אותה, או משהו בין לבין, תוך שימוש בכרטיס זה. לעולם לא מוצדק - תמיד מוצדק. לרמות במסים אם יש לך הזדמנות. השב רק עם מספר (1-10).","Please indicate for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justified - Always justified. Cheating on taxes if you have the opportunity. Respond only with a number (1-10).",5
Hebrew,Q181,1,1.0,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justifiable - Always justifiable. Someone accepting a bribe in the course of their duties. Reply with just a number (1-10).","אנא ציין עבור כל אחת מהפעולות הבאות האם לדעתך היא תמיד ניתנת להצדקה, אף פעם לא ניתנת להצדקה, או משהו בין לבין, תוך שימוש בכרטיס זה. אף פעם לא מוצדק - תמיד מוצדק. מישהו שמקבל שוחד במהלך תפקידו. השב רק עם מספר (1-10).","Please indicate for each of the following actions whether you think it is always justifiable, never justifiable, or something in between, using this card. Never justified - Always justified. Someone who accepts a bribe during their duties. Respond only with a number (1-10).",5
Hebrew,Q181,2,1.0,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justifiable - Always justifiable. Someone accepting a bribe in the course of their duties. Reply with just a number (1-10).","אנא ציין עבור כל אחת מהפעולות הבאות האם לדעתך היא תמיד ניתנת להצדקה, אף פעם לא ניתנת להצדקה, או משהו בין לבין, תוך שימוש בכרטיס זה. אף פעם לא מוצדק - תמיד מוצדק. מישהו שמקבל שוחד במהלך תפקידו. השב רק עם מספר (1-10).","Please indicate for each of the following actions whether you think it is always justifiable, never justifiable, or something in between, using this card. Never justified - Always justified. Someone who accepts a bribe during their duties. Respond only with a number (1-10).",5
Hebrew,Q181,3,1.0,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justifiable - Always justifiable. Someone accepting a bribe in the course of their duties. Reply with just a number (1-10).","אנא ציין עבור כל אחת מהפעולות הבאות האם לדעתך היא תמיד ניתנת להצדקה, אף פעם לא ניתנת להצדקה, או משהו בין לבין, תוך שימוש בכרטיס זה. אף פעם לא מוצדק - תמיד מוצדק. מישהו שמקבל שוחד במהלך תפקידו. השב רק עם מספר (1-10).","Please indicate for each of the following actions whether you think it is always justifiable, never justifiable, or something in between, using this card. Never justified - Always justified. Someone who accepts a bribe during their duties. Respond only with a number (1-10).",5
Hebrew,Q181,4,1.0,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justifiable - Always justifiable. Someone accepting a bribe in the course of their duties. Reply with just a number (1-10).","אנא ציין עבור כל אחת מהפעולות הבאות האם לדעתך היא תמיד ניתנת להצדקה, אף פעם לא ניתנת להצדקה, או משהו בין לבין, תוך שימוש בכרטיס זה. אף פעם לא מוצדק - תמיד מוצדק. מישהו שמקבל שוחד במהלך תפקידו. השב רק עם מספר (1-10).","Please indicate for each of the following actions whether you think it is always justifiable, never justifiable, or something in between, using this card. Never justified - Always justified. Someone who accepts a bribe during their duties. Respond only with a number (1-10).",5
Hebrew,Q181,5,1.0,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justifiable - Always justifiable. Someone accepting a bribe in the course of their duties. Reply with just a number (1-10).","אנא ציין עבור כל אחת מהפעולות הבאות האם לדעתך היא תמיד ניתנת להצדקה, אף פעם לא ניתנת להצדקה, או משהו בין לבין, תוך שימוש בכרטיס זה. אף פעם לא מוצדק - תמיד מוצדק. מישהו שמקבל שוחד במהלך תפקידו. השב רק עם מספר (1-10).","Please indicate for each of the following actions whether you think it is always justifiable, never justifiable, or something in between, using this card. Never justified - Always justified. Someone who accepts a bribe during their duties. Respond only with a number (1-10).",5
Hebrew,Q181,6,1.0,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justifiable - Always justifiable. Someone accepting a bribe in the course of their duties. Reply with just a number (1-10).","אנא ציין עבור כל אחת מהפעולות הבאות האם לדעתך היא תמיד ניתנת להצדקה, אף פעם לא ניתנת להצדקה, או משהו בין לבין, תוך שימוש בכרטיס זה. אף פעם לא מוצדק - תמיד מוצדק. מישהו שמקבל שוחד במהלך תפקידו. השב רק עם מספר (1-10).","Please indicate for each of the following actions whether you think it is always justifiable, never justifiable, or something in between, using this card. Never justified - Always justified. Someone who accepts a bribe during their duties. Respond only with a number (1-10).",5
Hebrew,Q181,7,1.0,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justifiable - Always justifiable. Someone accepting a bribe in the course of their duties. Reply with just a number (1-10).","אנא ציין עבור כל אחת מהפעולות הבאות האם לדעתך היא תמיד ניתנת להצדקה, אף פעם לא ניתנת להצדקה, או משהו בין לבין, תוך שימוש בכרטיס זה. אף פעם לא מוצדק - תמיד מוצדק. מישהו שמקבל שוחד במהלך תפקידו. השב רק עם מספר (1-10).","Please indicate for each of the following actions whether you think it is always justifiable, never justifiable, or something in between, using this card. Never justified - Always justified. Someone who accepts a bribe during their duties. Respond only with a number (1-10).",5
Hebrew,Q181,8,1.0,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justifiable - Always justifiable. Someone accepting a bribe in the course of their duties. Reply with just a number (1-10).","אנא ציין עבור כל אחת מהפעולות הבאות האם לדעתך היא תמיד ניתנת להצדקה, אף פעם לא ניתנת להצדקה, או משהו בין לבין, תוך שימוש בכרטיס זה. אף פעם לא מוצדק - תמיד מוצדק. מישהו שמקבל שוחד במהלך תפקידו. השב רק עם מספר (1-10).","Please indicate for each of the following actions whether you think it is always justifiable, never justifiable, or something in between, using this card. Never justified - Always justified. Someone who accepts a bribe during their duties. Respond only with a number (1-10).",5
Hebrew,Q181,9,1.0,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Never justifiable - Always justifiable. Someone accepting a bribe in the course of their duties. Reply with just a number (1-10).","אנא ציין עבור כל אחת מהפעולות הבאות האם לדעתך היא תמיד ניתנת להצדקה, אף פעם לא ניתנת להצדקה, או משהו בין לבין, תוך שימוש בכרטיס זה. אף פעם לא מוצדק - תמיד מוצדק. מישהו שמקבל שוחד במהלך תפקידו. השב רק עם מספר (1-10).","Please indicate for each of the following actions whether you think it is always justifiable, never justifiable, or something in between, using this card. Never justified - Always justified. Someone who accepts a bribe during their duties. Respond only with a number (1-10).",5
